B [mm],L [mm],R1 [mm],Freq [GHz],"dB(S(1,1)) []"
17.5,16.7,6.2,3.37775,-0.796878845551999
17.5,16.7,6.2,3.3925,-0.828507077184943
17.5,16.7,6.2,3.40725,-0.861605593075065
17.5,16.7,6.2,3.422,-0.896209426464708
17.5,16.7,6.2,3.43675,-0.932348147221049
17.5,16.7,6.2,3.4515,-0.970044373984266
17.5,16.7,6.2,3.46625,-1.00931207676756
17.5,16.7,6.2,3.481,-1.05015466251705
17.5,16.7,6.2,3.49575,-1.09256284302009
17.5,16.7,6.2,3.5105,-1.13651229415341
17.5,16.7,6.2,3.52525,-1.18196112827803
17.5,16.7,6.2,3.54,-1.22884721804368
17.5,16.7,6.2,3.55475,-1.27708543024877
17.5,16.7,6.2,3.5695,-1.32656485274218
17.5,16.7,6.2,3.58425,-1.37714612528245
17.5,16.7,6.2,3.599,-1.42865901585395
17.5,16.7,6.2,3.61375,-1.48090041550309
17.5,16.7,6.2,3.6285,-1.53363295472581
17.5,16.7,6.2,3.64325,-1.58658446924473
17.5,16.7,6.2,3.658,-1.63944855812874
17.5,16.7,6.2,3.67275,-1.69188647735381
17.5,16.7,6.2,3.6875,-1.74353059153468
17.5,16.7,6.2,3.70225,-1.79398956063752
17.5,16.7,6.2,3.717,-1.84285536355104
17.5,16.7,6.2,3.73175,-1.88971215582532
17.5,16.7,6.2,3.7465,-1.93414682814244
17.5,16.7,6.2,3.76125,-1.97576098362894
17.5,16.7,6.2,3.776,-2.01418389964304
17.5,16.7,6.2,3.79075,-2.04908590124112
17.5,16.7,6.2,3.8055,-2.08019146951877
17.5,16.7,6.2,3.82025,-2.10729135789019
17.5,16.7,6.2,3.835,-2.13025300780302
17.5,16.7,6.2,3.84975,-2.14902864862489
17.5,16.7,6.2,3.8645,-2.16366062976384
17.5,16.7,6.2,3.87925,-2.17428375029572
17.5,16.7,6.2,3.894,-2.18112459661409
17.5,16.7,6.2,3.90875,-2.18449814023945
17.5,16.7,6.2,3.9235,-2.18480205338627
17.5,16.7,6.2,3.93825,-2.18250934033853
17.5,16.7,6.2,3.953,-2.17815993581128
17.5,16.7,6.2,3.96775,-2.17235187162508
17.5,16.7,6.2,3.9825,-2.16573244817577
17.5,16.7,6.2,3.99725,-2.15898955306442
17.5,16.7,6.2,4.012,-2.15284282127126
17.5,16.7,6.2,4.02675,-2.14803368583333
17.5,16.7,6.2,4.0415,-2.1453124560188
17.5,16.7,6.2,4.05625,-2.14541928886077
17.5,16.7,6.2,4.071,-2.14905419816202
17.5,16.7,6.2,4.08575,-2.15682905970281
17.5,16.7,6.2,4.1005,-2.16919217342365
17.5,16.7,6.2,4.11525,-2.1863142263901
17.5,16.7,6.2,4.13,-2.20792564516259
17.5,16.7,6.2,4.14475,-2.23310359912077
17.5,16.7,6.2,4.1595,-2.26002886269761
17.5,16.7,6.2,4.17425,-2.28577462423243
17.5,16.7,6.2,4.189,-2.30624818036999
17.5,16.7,6.2,4.20375,-2.31645364091489
17.5,16.7,6.2,4.2185,-2.31121409305909
17.5,16.7,6.2,4.23325,-2.28631496421786
17.5,16.7,6.2,4.248,-2.23973130885438
17.5,16.7,6.2,4.26275,-2.17238459511196
17.5,16.7,6.2,4.2775,-2.08800079283375
17.5,16.7,6.2,4.29225,-1.99211153902464
17.5,16.7,6.2,4.307,-1.89069352512879
17.5,16.7,6.2,4.32175,-1.78902364061303
17.5,16.7,6.2,4.3365,-1.69106025686251
17.5,16.7,6.2,4.35125,-1.59933324735722
17.5,16.7,6.2,4.366,-1.51515146977293
17.5,16.7,6.2,4.38075,-1.43892882619546
17.5,16.7,6.2,4.3955,-1.37050011723736
17.5,16.7,6.2,4.41025,-1.30937071432896
17.5,16.7,6.2,4.425,-1.25489067635021
17.5,16.7,6.2,4.43975,-1.20636509604867
17.5,16.7,6.2,4.4545,-1.16311794380728
17.5,16.7,6.2,4.46925,-1.12452500855298
17.5,16.7,6.2,4.484,-1.09002771427737
17.5,16.7,6.2,4.49875,-1.0591358669388
17.5,16.7,6.2,4.5135,-1.03142448663185
17.5,16.7,6.2,4.52825,-1.00652785572043
17.5,16.7,6.2,4.543,-0.984132591794649
17.5,16.7,6.2,4.55775,-0.963970730855685
17.5,16.7,6.2,4.5725,-0.94581331263871
17.5,16.7,6.2,4.58725,-0.929464675249078
17.5,16.7,6.2,4.602,-0.914757509247662
17.5,16.7,6.2,4.61675,-0.901548640161714
17.5,16.7,6.2,4.6315,-0.889715471028625
17.5,16.7,6.2,4.64625,-0.879153003607166
17.5,16.7,6.2,4.661,-0.869771356850883
17.5,16.7,6.2,4.67575,-0.861493707507416
17.5,16.7,6.2,4.6905,-0.854254586568319
17.5,16.7,6.2,4.70525,-0.847998474739561
17.5,16.7,6.2,4.72,-0.842678649120075
17.5,16.7,6.2,4.73475,-0.838256241410889
17.5,16.7,6.2,4.7495,-0.834699475086638
17.5,16.7,6.2,4.76425,-0.831983055059802
17.5,16.7,6.2,4.779,-0.830087688550036
17.5,16.7,6.2,4.79375,-0.828999720260154
17.5,16.7,6.2,4.8085,-0.828710868688241
17.5,16.7,6.2,4.82325,-0.829218053597005
17.5,16.7,6.2,4.838,-0.830523307433126
17.5,16.7,6.2,4.85275,-0.832633765944409
17.5,16.7,6.2,4.8675,-0.835561735477312
17.5,16.7,6.2,4.88225,-0.83932483653761
17.5,16.7,6.2,4.897,-0.84394622524741
17.5,16.7,6.2,4.91175,-0.849454896413748
17.5,16.7,6.2,4.9265,-0.855886074123839
17.5,16.7,6.2,4.94125,-0.863281698192892
17.5,16.7,6.2,4.956,-0.871691017518006
17.5,16.7,6.2,4.97075,-0.881171304560755
17.5,16.7,6.2,4.9855,-0.891788708941994
17.5,16.7,6.2,5.00025,-0.903619272667973
17.5,16.7,6.2,5.015,-0.916750135042582
17.5,16.7,6.2,5.02975,-0.931280962129611
17.5,16.7,6.2,5.0445,-0.947325644036025
17.5,16.7,6.2,5.05925,-0.965014313657519
17.5,16.7,6.2,5.074,-0.984495753226886
17.5,16.7,6.2,5.08875,-1.00594027029504
17.5,16.7,6.2,5.1035,-1.02954314256993
17.5,16.7,6.2,5.11825,-1.05552875039162
17.5,16.7,6.2,5.133,-1.084155533638
17.5,16.7,6.2,5.14775,-1.11572191949165
17.5,16.7,6.2,5.1625,-1.15057335314694
17.5,16.7,6.2,5.17725,-1.18911049234182
17.5,16.7,6.2,5.192,-1.23179843176539
17.5,16.7,6.2,5.20675,-1.2791763733629
17.5,16.7,6.2,5.2215,-1.33186620419188
17.5,16.7,6.2,5.23625,-1.39057654130599
17.5,16.7,6.2,5.251,-1.45609525228481
17.5,16.7,6.2,5.26575,-1.52925744010179
17.5,16.7,6.2,5.2805,-1.61086741480851
17.5,16.7,6.2,5.29525,-1.701546455744
17.5,16.7,6.2,5.31,-1.80148939092406
17.5,16.7,6.2,5.32475,-1.91017937824793
17.5,16.7,6.2,5.3395,-2.02627027596815
17.5,16.7,6.2,5.35425,-2.14802382542832
17.5,16.7,6.2,5.369,-2.27453844144348
17.5,16.7,6.2,5.38375,-2.40722871674573
17.5,16.7,6.2,5.3985,-2.5503318197626
17.5,16.7,6.2,5.41325,-2.70992875701193
17.5,16.7,6.2,5.428,-2.89243455498907
17.5,16.7,6.2,5.44275,-3.10373724209295
17.5,16.7,6.2,5.4575,-3.34921635365183
17.5,16.7,6.2,5.47225,-3.6342198715221
17.5,16.7,6.2,5.487,-3.96461280308002
17.5,16.7,6.2,5.50175,-4.34725928213987
17.5,16.7,6.2,5.5165,-4.79045918086476
17.5,16.7,6.2,5.53125,-5.30441844618325
17.5,16.7,6.2,5.546,-5.90185554208736
17.5,16.7,6.2,5.56075,-6.59888267567649
17.5,16.7,6.2,5.5755,-7.41638469019067
17.5,16.7,6.2,5.59025,-8.38230262444363
17.5,16.7,6.2,5.605,-9.53563477718609
17.5,16.7,6.2,5.61975,-10.9339240801543
17.5,16.7,6.2,5.6345,-12.6684978490733
17.5,16.7,6.2,5.64925,-14.8992199889283
17.5,16.7,6.2,5.664,-17.9475406572855
17.5,16.7,6.2,5.67875,-22.6082685003369
17.5,16.7,6.2,5.6935,-30.8733154694241
17.5,16.7,6.2,5.70825,-27.1572062117663
17.5,16.7,6.2,5.723,-20.7188550031117
17.5,16.7,6.2,5.73775,-16.9969812061217
17.5,16.7,6.2,5.7525,-14.4637420297019
17.5,16.7,6.2,5.76725,-12.5786526589968
17.5,16.7,6.2,5.782,-11.101209103132
17.5,16.7,6.2,5.79675,-9.90388741704119
17.5,16.7,6.2,5.8115,-8.91067411438064
17.5,16.7,6.2,5.82625,-8.07236561990467
17.5,16.7,6.2,5.841,-7.35512064965832
17.5,16.7,6.2,5.85575,-6.73456786555324
17.5,16.7,6.2,5.8705,-6.19251777981232
17.5,16.7,6.2,5.88525,-5.71500535953975
17.5,16.7,6.2,5.9,-5.29106100505697
17.5,16.7,6.2,5.91475,-4.91779508462443
17.5,16.7,6.2,5.9295,-4.5847477013827
17.5,16.7,6.2,5.94425,-4.28669622227564
17.5,16.7,6.2,5.959,-4.01923921407681
17.5,16.7,6.2,5.97375,-3.77863977899747
17.5,16.7,6.2,5.9885,-3.56170557692265
17.5,16.7,6.2,6.00325,-3.36569520174065
17.5,16.7,6.2,6.018,-3.18824393064561
17.5,16.7,6.2,6.03275,-3.02730401797048
17.5,16.7,6.2,6.0475,-2.88109611837682
17.5,16.7,6.2,6.06225,-2.74806937169432
17.5,16.7,6.2,6.077,-2.6268683299704
17.5,16.7,6.2,6.09175,-2.51630535979695
17.5,16.7,6.2,6.1065,-2.41533747508846
17.5,16.7,6.2,6.12125,-2.32304678917458
17.5,16.7,6.2,6.136,-2.23862394773129
17.5,16.7,6.2,6.15075,-2.16135403385843
17.5,16.7,6.2,6.1655,-2.09060453573144
17.5,16.7,6.2,6.18025,-2.0258150440625
17.5,16.7,6.2,6.195,-1.96648840690245
17.5,16.7,6.2,6.20975,-1.9121831171975
17.5,16.7,6.2,6.2245,-1.86250674692297
17.5,16.7,6.2,6.23925,-1.81711027269815
17.5,16.7,6.2,6.254,-1.77568316312843
17.5,16.7,6.2,6.26875,-1.73794911892182
17.5,16.7,6.2,6.2835,-1.70366237399705
17.5,16.7,6.2,6.29825,-1.67260448004562
17.5,16.7,6.2,6.313,-1.64458150888038
17.5,16.7,6.2,6.32775,-1.61942161683474
17.5,16.7,6.2,6.3425,-1.59697292381507
17.5,16.7,6.2,6.35725,-1.57710166663462
17.5,16.7,6.2,6.372,-1.55969059219376
17.5,16.7,6.2,6.38675,-1.54463756110506
17.5,16.7,6.2,6.4015,-1.5318543366399
17.5,16.7,6.2,6.41625,-1.52126553752275
17.5,16.7,6.2,6.431,-1.51280773621966
17.5,16.7,6.2,6.44575,-1.5064286870448
17.5,16.7,6.2,6.4605,-1.50208667071356
17.5,16.7,6.2,6.47525,-1.49974994396045
17.5,16.7,6.2,6.49,-1.49939628456498
17.5,16.7,6.2,6.50475,-1.5010126236289
17.5,16.7,6.2,6.5195,-1.50459475825833
17.5,16.7,6.2,6.53425,-1.51014713895305
17.5,16.7,6.2,6.549,-1.51768272701567
17.5,16.7,6.2,6.56375,-1.52722291818615
17.5,16.7,6.2,6.5785,-1.53879752949722
17.5,16.7,6.2,6.59325,-1.55244484704644
17.5,16.7,6.2,6.608,-1.56821173300139
17.5,16.7,6.2,6.62275,-1.58615379070042
17.5,16.7,6.2,6.6375,-1.60633558718827
17.5,16.7,6.2,6.65225,-1.62883093293188
17.5,16.7,6.2,6.667,-1.65372321879512
17.5,16.7,6.2,6.68175,-1.68110581060351
17.5,16.7,6.2,6.6965,-1.71108250178963
17.5,16.7,6.2,6.71125,-1.74376802465868
17.5,16.7,6.2,6.726,-1.77928862072592
17.5,16.7,6.2,6.74075,-1.81778267032068
17.5,16.7,6.2,6.7555,-1.85940138117966
17.5,16.7,6.2,6.77025,-1.90430953500857
17.5,16.7,6.2,6.785,-1.95268628990253
17.5,16.7,6.2,6.79975,-2.00472603499004
17.5,16.7,6.2,6.8145,-2.06063929158936
17.5,16.7,6.2,6.82925,-2.12065365240298
17.5,16.7,6.2,6.844,-2.18501474666177
17.5,16.7,6.2,6.85875,-2.25398721448019
17.5,16.7,6.2,6.8735,-2.32785566779172
17.5,16.7,6.2,6.88825,-2.40692560789221
17.5,16.7,6.2,6.903,-2.49152426063999
17.5,16.7,6.2,6.91775,-2.58200127962422
17.5,16.7,6.2,6.9325,-2.67872925512761
17.5,16.7,6.2,6.94725,-2.78210395272075
17.5,16.7,6.2,6.962,-2.89254419044829
17.5,16.7,6.2,6.97675,-3.01049124895688
17.5,16.7,6.2,6.9915,-3.13640769646604
17.5,16.7,6.2,7.00625,-3.27077550298572
17.5,16.7,6.2,7.021,-3.41409331939193
17.5,16.7,6.2,7.03575,-3.56687281138994
17.5,16.7,6.2,7.0505,-3.72963397061049
17.5,16.7,6.2,7.06525,-3.90289937836292
17.5,16.7,6.2,7.08,-4.08718747149237
17.5,16.7,6.2,7.09475,-4.28300494693804
17.5,16.7,6.2,7.1095,-4.49083852371976
17.5,16.7,6.2,7.12425,-4.7111463260066
17.5,16.7,6.2,7.139,-4.9443491122581
17.5,16.7,6.2,7.15375,-5.19082139779278
17.5,16.7,6.2,7.1685,-5.45088214984572
17.5,16.7,6.2,7.18325,-5.7247841468433
17.5,16.7,6.2,7.198,-6.01270030375207
17.5,16.7,6.2,7.21275,-6.31470434872321
17.5,16.7,6.2,7.2275,-6.63074232534165
17.5,16.7,6.2,7.24225,-6.96059065629596
17.5,16.7,6.2,7.257,-7.3037961072564
17.5,16.7,6.2,7.27175,-7.65959308922197
17.5,16.7,6.2,7.2865,-8.02679450298285
17.5,16.7,6.2,7.30125,-8.40365403332986
17.5,16.7,6.2,7.316,-8.78770095242981
17.5,16.7,6.2,7.33075,-9.17555395158289
17.5,16.7,6.2,7.3455,-9.56272946871531
17.5,16.7,6.2,7.36025,-9.94347352673415
17.5,16.7,6.2,7.375,-10.3106642446134
17.5,16.7,6.2,7.38975,-10.6558518915558
17.5,16.7,6.2,7.4045,-10.9695160933552
17.5,16.7,6.2,7.41925,-11.241610410623
17.5,16.7,6.2,7.434,-11.4624153240385
17.5,16.7,6.2,7.44875,-11.6236246848268
17.5,16.7,6.2,7.4635,-11.7194704318993
17.5,16.7,6.2,7.47825,-11.747604832895
17.5,16.7,6.2,7.493,-11.7094769415429
17.5,16.7,6.2,7.50775,-11.6100816933337
17.5,16.7,6.2,7.5225,-11.45716540403
17.5,16.7,6.2,7.53725,-11.260132328908
17.5,16.7,6.2,7.552,-11.0289387475912
17.5,16.7,6.2,7.56675,-10.7731904493115
17.5,16.7,6.2,7.5815,-10.501540458159
17.5,16.7,6.2,7.59625,-10.2213804768912
17.5,16.7,6.2,7.611,-9.93876156530903
17.5,16.7,6.2,7.62575,-9.6584642049689
17.5,16.7,6.2,7.6405,-9.38414816868664
17.5,16.7,6.2,7.65525,-9.11853226229335
17.5,16.7,6.2,7.67,-8.86357315013204
17.5,16.7,6.2,7.68475,-8.62062711525746
17.5,16.7,6.2,7.6995,-8.39058824871624
17.5,16.7,6.2,7.71425,-8.17400218157308
17.5,16.7,6.2,7.729,-7.97115733211605
17.5,16.7,6.2,7.74375,-7.78215680492133
17.5,16.7,6.2,7.7585,-7.60697430030346
17.5,16.7,6.2,7.77325,-7.44549714780347
17.5,16.7,6.2,7.788,-7.29755914210657
17.5,16.7,6.2,7.80275,-7.16296538173423
17.5,16.7,6.2,7.8175,-7.04151086064499
17.5,16.7,6.2,7.83225,-6.93299416800454
17.5,16.7,6.2,7.847,-6.8372273167532
17.5,16.7,6.2,7.86175,-6.75404244127861
17.5,16.7,6.2,7.8765,-6.68329586804003
17.5,16.7,6.2,7.89125,-6.62486985862715
17.5,16.7,6.2,7.906,-6.5786721408306
17.5,16.7,6.2,7.92075,-6.54463316893867
17.5,16.7,6.2,7.9355,-6.52270087966874
17.5,16.7,6.2,7.95025,-6.51283252609043
17.5,16.7,6.2,7.965,-6.51498297151159
17.5,16.7,6.2,7.97975,-6.52908860442809
17.5,16.7,6.2,7.9945,-6.55504579541908
17.5,16.7,6.2,8.00925,-6.59268256789857
17.5,16.7,6.2,8.024,-6.64172192391813
17.5,16.7,6.2,8.03875,-6.70173510801717
17.5,16.7,6.2,8.0535,-6.77208310384599
17.5,16.7,6.2,8.06825,-6.85184500155378
17.5,16.7,6.2,8.083,-6.93973279812066
17.5,16.7,6.2,8.09775,-7.03399405158866
17.5,16.7,6.2,8.1125,-7.13230704812782
17.5,16.7,6.2,8.12725,-7.23167820609356
17.5,16.7,6.2,8.142,-7.32835855397787
17.5,16.7,6.2,8.15675,-7.41780482093877
17.5,16.7,6.2,8.1715,-7.4947191514812
17.5,16.7,6.2,8.18625,-7.55320582967851
17.5,16.7,6.2,8.201,-7.58707769989481
17.5,16.7,6.2,8.21575,-7.59032281879993
17.5,16.7,6.2,8.2305,-7.55770078009052
17.5,16.7,6.2,8.24525,-7.48538537326526
17.5,16.7,6.2,8.26,-7.37152565550456
17.5,16.7,6.2,8.27475,-7.21658742616192
17.5,16.7,6.2,8.2895,-7.02337797280451
17.5,16.7,6.2,8.30425,-6.79673963859692
17.5,16.7,6.2,8.319,-6.54298778853728
17.5,16.7,6.2,8.33375,-6.26922682104802
17.5,16.7,6.2,8.3485,-5.98268440261576
17.5,16.7,6.2,8.36325,-5.69016763013142
17.5,16.7,6.2,8.378,-5.39769048210391
17.5,16.7,6.2,8.39275,-5.11027351979122
17.5,16.7,6.2,8.4075,-4.83188645074705
17.5,16.7,6.2,8.42225,-4.56549240807091
17.5,16.7,6.2,8.437,-4.31315405270376
17.5,16.7,6.2,8.45175,-4.07616935761692
17.5,16.7,6.2,8.4665,-3.85521436402691
17.5,16.7,6.2,8.48125,-3.65047867316079
17.5,16.7,6.2,8.496,-3.46178596139268
17.5,16.7,6.2,8.51075,-3.28869632540514
17.5,16.7,6.2,8.5255,-3.13059012084444
17.5,16.7,6.2,8.54025,-2.98673458973784
17.5,16.7,6.2,8.555,-2.8563353709065
17.5,16.7,6.2,8.56975,-2.73857525785993
17.5,16.7,6.2,8.5845,-2.63264252697733
17.5,16.7,6.2,8.59925,-2.53775095080115
17.5,16.7,6.2,8.614,-2.45315332998701
17.5,16.7,6.2,8.62875,-2.37815007912138
17.5,16.7,6.2,8.6435,-2.3120941179086
17.5,16.7,6.2,8.65825,-2.25439306597565
17.5,16.7,6.2,8.673,-2.20450952279611
17.5,16.7,6.2,8.68775,-2.16196003431391
17.5,16.7,6.2,8.7025,-2.12631320198098
17.5,16.7,6.2,8.71725,-2.09718727391933
17.5,16.7,6.2,8.732,-2.07424746716088
17.5,16.7,6.2,8.74675,-2.05720319994058
17.5,16.7,6.2,8.7615,-2.04580535978816
17.5,16.7,6.2,8.77625,-2.03984369320401
17.5,16.7,6.2,8.791,-2.03914437310645
17.5,16.7,6.2,8.80575,-2.0435677786283
17.5,16.7,6.2,8.8205,-2.05300650631183
17.5,16.7,6.2,8.83525,-2.0673836207964
17.5,16.7,6.2,8.85,-2.08665114552862
17.5,16.7,6.5,2.95,-0.337709019532896
17.5,16.7,6.5,2.96475,-0.34459929125661
17.5,16.7,6.5,2.9795,-0.351941052782886
17.5,16.7,6.5,2.99425,-0.359752159417689
17.5,16.7,6.5,3.009,-0.36805168308897
17.5,16.7,6.5,3.02375,-0.376859973277613
17.5,16.7,6.5,3.0385,-0.386198720003911
17.5,16.7,6.5,3.05325,-0.396091018514246
17.5,16.7,6.5,3.068,-0.406561435196238
17.5,16.7,6.5,3.08275,-0.417636074109353
17.5,16.7,6.5,3.0975,-0.429342643347272
17.5,16.7,6.5,3.11225,-0.441710520243209
17.5,16.7,6.5,3.127,-0.454770814183551
17.5,16.7,6.5,3.14175,-0.468556425502523
17.5,16.7,6.5,3.1565,-0.48310209858272
17.5,16.7,6.5,3.17125,-0.49844446687563
17.5,16.7,6.5,3.186,-0.514622087072822
17.5,16.7,6.5,3.20075,-0.53167545909271
17.5,16.7,6.5,3.2155,-0.549647027888843
17.5,16.7,6.5,3.23025,-0.568581162323283
17.5,16.7,6.5,3.245,-0.588524105471756
17.5,16.7,6.5,3.25975,-0.609523889727072
17.5,16.7,6.5,3.2745,-0.631630208936551
17.5,16.7,6.5,3.28925,-0.654894238543863
17.5,16.7,6.5,3.304,-0.679368393308842
17.5,16.7,6.5,3.31875,-0.705106010660369
17.5,16.7,6.5,3.3335,-0.732160946120589
17.5,16.7,6.5,3.34825,-0.760587065562729
17.5,16.7,6.5,3.363,-0.790437617391144
17.5,16.7,6.5,3.37775,-0.82176446615205
17.5,16.7,6.5,3.3925,-0.854617167724474
17.5,16.7,6.5,3.40725,-0.889041865278601
17.5,16.7,6.5,3.422,-0.92507998485379
17.5,16.7,6.5,3.43675,-0.962766709999249
17.5,16.7,6.5,3.4515,-1.0021292168093
17.5,16.7,6.5,3.46625,-1.04318465432533
17.5,16.7,6.5,3.481,-1.0859378611984
17.5,16.7,6.5,3.49575,-1.13037881830866
17.5,16.7,6.5,3.5105,-1.17647984935409
17.5,16.7,6.5,3.52525,-1.22419259787494
17.5,16.7,6.5,3.54,-1.27344483030001
17.5,16.7,6.5,3.55475,-1.32413714070325
17.5,16.7,6.5,3.5695,-1.3761396639939
17.5,16.7,6.5,3.58425,-1.42928893961181
17.5,16.7,6.5,3.599,-1.48338510604995
17.5,16.7,6.5,3.61375,-1.53818964524468
17.5,16.7,6.5,3.6285,-1.59342393140766
17.5,16.7,6.5,3.64325,-1.64876886627256
17.5,16.7,6.5,3.658,-1.70386589584771
17.5,16.7,6.5,3.67275,-1.7583196956599
17.5,16.7,6.5,3.6875,-1.81170277517045
17.5,16.7,6.5,3.70225,-1.86356218171361
17.5,16.7,6.5,3.717,-1.91342837680331
17.5,16.7,6.5,3.73175,-1.96082621420738
17.5,16.7,6.5,3.7465,-2.00528777692762
17.5,16.7,6.5,3.76125,-2.04636664303369
17.5,16.7,6.5,3.776,-2.08365296849822
17.5,16.7,6.5,3.79075,-2.1167886236303
17.5,16.7,6.5,3.8055,-2.14548152426487
17.5,16.7,6.5,3.82025,-2.16951828162057
17.5,16.7,6.5,3.835,-2.1887743689327
17.5,16.7,6.5,3.84975,-2.2032211689325
17.5,16.7,6.5,3.8645,-2.21292950962886
17.5,16.7,6.5,3.87925,-2.21806958893438
17.5,16.7,6.5,3.894,-2.21890749476959
17.5,16.7,6.5,3.90875,-2.21579880716135
17.5,16.7,6.5,3.9235,-2.20917998762637
17.5,16.7,6.5,3.93825,-2.19955839358312
17.5,16.7,6.5,3.953,-2.18750178853972
17.5,16.7,6.5,3.96775,-2.17362815015739
17.5,16.7,6.5,3.9825,-2.15859641211163
17.5,16.7,6.5,3.99725,-2.14309851521226
17.5,16.7,6.5,4.012,-2.12785278196829
17.5,16.7,6.5,4.02675,-2.11359814064739
17.5,16.7,6.5,4.0415,-2.10108805463671
17.5,16.7,6.5,4.05625,-2.09108206853152
17.5,16.7,6.5,4.071,-2.0843315355567
17.5,16.7,6.5,4.08575,-2.08155420132034
17.5,16.7,6.5,4.1005,-2.08338981793886
17.5,16.7,6.5,4.11525,-2.09032606777652
17.5,16.7,6.5,4.13,-2.10258175021016
17.5,16.7,6.5,4.14475,-2.1199349528748
17.5,16.7,6.5,4.1595,-2.14149293694073
17.5,16.7,6.5,4.17425,-2.16542580871794
17.5,16.7,6.5,4.189,-2.18873547650114
17.5,16.7,6.5,4.20375,-2.20720053391753
17.5,16.7,6.5,4.2185,-2.21568884799076
17.5,16.7,6.5,4.23325,-2.20898061714911
17.5,16.7,6.5,4.248,-2.18301831091532
17.5,16.7,6.5,4.26275,-2.13615576056111
17.5,16.7,6.5,4.2775,-2.06978948999704
17.5,16.7,6.5,4.29225,-1.98799461361892
17.5,16.7,6.5,4.307,-1.89634986678711
17.5,16.7,6.5,4.32175,-1.8005541288099
17.5,16.7,6.5,4.3365,-1.70539760801469
17.5,16.7,6.5,4.35125,-1.61430385911353
17.5,16.7,6.5,4.366,-1.52934251706392
17.5,16.7,6.5,4.38075,-1.45149323436163
17.5,16.7,6.5,4.3955,-1.38097484729147
17.5,16.7,6.5,4.41025,-1.31753634931817
17.5,16.7,6.5,4.425,-1.26067399545677
17.5,16.7,6.5,4.43975,-1.2097761535144
17.5,16.7,6.5,4.4545,-1.16421154745345
17.5,16.7,6.5,4.46925,-1.1233781831905
17.5,16.7,6.5,4.484,-1.08672710616765
17.5,16.7,6.5,4.49875,-1.05377108977242
17.5,16.7,6.5,4.5135,-1.02408489686314
17.5,16.7,6.5,4.52825,-0.997301236514332
17.5,16.7,6.5,4.543,-0.973104851579665
17.5,16.7,6.5,4.55775,-0.951226104840004
17.5,16.7,6.5,4.5725,-0.931434782847216
17.5,16.7,6.5,4.58725,-0.913534456678234
17.5,16.7,6.5,4.602,-0.897357524812315
17.5,16.7,6.5,4.61675,-0.882760948724171
17.5,16.7,6.5,4.6315,-0.86962263508193
17.5,16.7,6.5,4.64625,-0.857838394480824
17.5,16.7,6.5,4.661,-0.847319400481605
17.5,16.7,6.5,4.67575,-0.837990075666985
17.5,16.7,6.5,4.6905,-0.829786338547214
17.5,16.7,6.5,4.70525,-0.822654153726672
17.5,16.7,6.5,4.72,-0.816548336366874
17.5,16.7,6.5,4.73475,-0.811431569963732
17.5,16.7,6.5,4.7495,-0.807273603522902
17.5,16.7,6.5,4.76425,-0.804050600309362
17.5,16.7,6.5,4.779,-0.801744615519899
17.5,16.7,6.5,4.79375,-0.800343184579779
17.5,16.7,6.5,4.8085,-0.799839007416424
17.5,16.7,6.5,4.82325,-0.800229717127389
17.5,16.7,6.5,4.838,-0.80151772404521
17.5,16.7,6.5,4.85275,-0.803710128401339
17.5,16.7,6.5,4.8675,-0.806818696687632
17.5,16.7,6.5,4.88225,-0.810859898477753
17.5,16.7,6.5,4.897,-0.815855001963161
17.5,16.7,6.5,4.91175,-0.821830227833191
17.5,16.7,6.5,4.9265,-0.828816962433245
17.5,16.7,6.5,4.94125,-0.836852032413324
17.5,16.7,6.5,4.956,-0.845978044372193
17.5,16.7,6.5,4.97075,-0.856243794351102
17.5,16.7,6.5,4.9855,-0.867704753476292
17.5,16.7,6.5,5.00025,-0.880423637636305
17.5,16.7,6.5,5.015,-0.894471070855594
17.5,16.7,6.5,5.02975,-0.909926354045678
17.5,16.7,6.5,5.0445,-0.926878353141307
17.5,16.7,6.5,5.05925,-0.945426523335732
17.5,16.7,6.5,5.074,-0.965682089304093
17.5,16.7,6.5,5.08875,-0.987769405052502
17.5,16.7,6.5,5.1035,-1.01182752147958
17.5,16.7,6.5,5.11825,-1.03801199504274
17.5,16.7,6.5,5.133,-1.06649697727147
17.5,16.7,6.5,5.14775,-1.09747763249701
17.5,16.7,6.5,5.1625,-1.13117294035632
17.5,16.7,6.5,5.17725,-1.16782895072842
17.5,16.7,6.5,5.192,-1.20772257220521
17.5,16.7,6.5,5.20675,-1.25116599152087
17.5,16.7,6.5,5.2215,-1.29851184122071
17.5,16.7,6.5,5.23625,-1.35015925706017
17.5,16.7,6.5,5.251,-1.40656099619232
17.5,16.7,6.5,5.26575,-1.46823182337889
17.5,16.7,6.5,5.2805,-1.53575841679013
17.5,16.7,6.5,5.29525,-1.60981109936215
17.5,16.7,6.5,5.31,-1.691157768542
17.5,16.7,6.5,5.32475,-1.78068047955197
17.5,16.7,6.5,5.3395,-1.879395238797
17.5,16.7,6.5,5.35425,-1.98847568951182
17.5,16.7,6.5,5.369,-2.10928152742665
17.5,16.7,6.5,5.38375,-2.24339267847394
17.5,16.7,6.5,5.3985,-2.39265051499855
17.5,16.7,6.5,5.41325,-2.55920769855792
17.5,16.7,6.5,5.428,-2.74558864229188
17.5,16.7,6.5,5.44275,-2.95476312600682
