B [mm],L [mm],R1 [mm],Freq [GHz],"dB(S(1,1)) []"
16.0,15.9,6.5,6.91775,-2.01003423619598
16.0,15.9,6.5,6.9325,-2.07260738609255
16.0,15.9,6.5,6.94725,-2.13942770117723
16.0,15.9,6.5,6.962,-2.21071495384055
16.0,15.9,6.5,6.97675,-2.28670085247114
16.0,15.9,6.5,6.9915,-2.36762923670352
16.0,15.9,6.5,7.00625,-2.45375620087803
16.0,15.9,6.5,7.021,-2.54535012543107
16.0,15.9,6.5,7.03575,-2.64269159194009
16.0,15.9,6.5,7.0505,-2.74607315277096
16.0,15.9,6.5,7.06525,-2.85579892054797
16.0,15.9,6.5,7.08,-2.97218393578113
16.0,15.9,6.5,7.09475,-3.09555326267866
16.0,15.9,6.5,7.1095,-3.22624075311304
16.0,15.9,6.5,7.12425,-3.36458740647227
16.0,15.9,6.5,7.139,-3.51093923817627
16.0,15.9,6.5,7.15375,-3.66564455128914
16.0,15.9,6.5,7.1685,-3.8290504830522
16.0,15.9,6.5,7.18325,-4.00149867023858
16.0,15.9,6.5,7.198,-4.1833198427107
16.0,15.9,6.5,7.21275,-4.37482711196048
16.0,15.9,6.5,7.2275,-4.57630766912384
16.0,15.9,6.5,7.24225,-4.78801254342621
16.0,15.9,6.5,7.257,-5.01014399609616
16.0,15.9,6.5,7.27175,-5.24284003640045
16.0,15.9,6.5,7.2865,-5.48615544769651
16.0,15.9,6.5,7.30125,-5.74003860828655
16.0,15.9,6.5,7.316,-6.00430329711175
16.0,15.9,6.5,7.33075,-6.27859461142495
16.0,15.9,6.5,7.3455,-6.56234813256246
16.0,15.9,6.5,7.36025,-6.85474162092063
16.0,15.9,6.5,7.375,-7.15463889921451
16.0,15.9,6.5,7.38975,-7.46052633159637
16.0,15.9,6.5,7.4045,-7.77044360457026
16.0,15.9,6.5,7.41925,-8.08191256876632
16.0,15.9,6.5,7.434,-8.39187088703406
16.0,15.9,6.5,7.44875,-8.69662119301695
16.0,15.9,6.5,7.4635,-8.9918110981745
16.0,15.9,6.5,7.47825,-9.27246378728223
16.0,15.9,6.5,7.493,-9.53308133458443
16.0,15.9,6.5,7.50775,-9.76784058592782
16.0,15.9,6.5,7.5225,-9.97089152199703
16.0,15.9,6.5,7.53725,-10.136748719777
16.0,15.9,6.5,7.552,-10.2607396549743
16.0,15.9,6.5,7.56675,-10.3394462077294
16.0,15.9,6.5,7.5815,-10.3710593123867
16.0,15.9,6.5,7.59625,-10.3555721782761
16.0,15.9,6.5,7.611,-10.2947681532531
16.0,15.9,6.5,7.62575,-10.1920063484493
16.0,15.9,6.5,7.6405,-10.051853985162
16.0,15.9,6.5,7.65525,-9.87964212825785
16.0,15.9,6.5,7.67,-9.68102379203707
16.0,15.9,6.5,7.68475,-9.46159492075407
16.0,15.9,6.5,7.6995,-9.22661085938575
16.0,15.9,6.5,7.71425,-8.98080473900954
16.0,15.9,6.5,7.729,-8.72829608280232
16.0,15.9,6.5,7.74375,-8.47256911490187
16.0,15.9,6.5,7.7585,-8.21649872750197
16.0,15.9,6.5,7.77325,-7.96240484097093
16.0,15.9,6.5,7.788,-7.71212040492114
16.0,15.9,6.5,7.80275,-7.46706287608264
16.0,15.9,6.5,7.8175,-7.22830285779797
16.0,15.9,6.5,7.83225,-6.99662645486375
16.0,15.9,6.5,7.847,-6.77258985155251
16.0,15.9,6.5,7.86175,-6.55656584600903
16.0,15.9,6.5,7.8765,-6.34878277383018
16.0,15.9,6.5,7.89125,-6.14935660139004
16.0,15.9,6.5,7.906,-5.9583170970204
16.0,15.9,6.5,7.92075,-5.77562898753409
16.0,15.9,6.5,7.9355,-5.60120893927932
16.0,15.9,6.5,7.95025,-5.43493910458051
16.0,15.9,6.5,7.965,-5.27667786815776
16.0,15.9,6.5,7.97975,-5.1262683259849
16.0,15.9,6.5,7.9945,-4.9835449368795
16.0,15.9,6.5,8.00925,-4.84833870710321
16.0,15.9,6.5,8.024,-4.72048120051004
16.0,15.9,6.5,8.03875,-4.59980761042762
16.0,15.9,6.5,8.0535,-4.48615908312178
16.0,15.9,6.5,8.06825,-4.37938444492778
16.0,15.9,6.5,8.083,-4.27934145451202
16.0,15.9,6.5,8.09775,-4.18589767699998
16.0,15.9,6.5,8.1125,-4.09893105676859
16.0,15.9,6.5,8.12725,-4.01833024963366
16.0,15.9,6.5,8.142,-3.94399476219246
16.0,15.9,6.5,8.15675,-3.87583493557814
16.0,15.9,6.5,8.1715,-3.81377180232164
16.0,15.9,6.5,8.18625,-3.75773683797494
16.0,15.9,6.5,8.201,-3.70767162327075
16.0,15.9,6.5,8.21575,-3.66352742758541
16.0,15.9,6.5,8.2305,-3.62526472008181
16.0,15.9,6.5,8.24525,-3.59285261092073
16.0,15.9,6.5,8.26,-3.56626822114265
16.0,15.9,6.5,8.27475,-3.54549597605643
16.0,15.9,6.5,8.2895,-3.5305268130457
16.0,15.9,6.5,8.30425,-3.52135729043663
16.0,15.9,6.5,8.319,-3.51798857927412
16.0,15.9,6.5,8.33375,-3.5204253143249
16.0,15.9,6.5,8.3485,-3.52867427414863
16.0,15.9,6.5,8.36325,-3.54274285241908
16.0,15.9,6.5,8.378,-3.56263727359129
16.0,15.9,6.5,8.39275,-3.5883604952511
16.0,15.9,6.5,8.4075,-3.61990972682305
16.0,15.9,6.5,8.42225,-3.65727347958017
16.0,15.9,6.5,8.437,-3.70042804604219
16.0,15.9,6.5,8.45175,-3.74933328803053
16.0,15.9,6.5,8.4665,-3.80392759240174
16.0,15.9,6.5,8.48125,-3.86412183293209
16.0,15.9,6.5,8.496,-3.92979215802826
16.0,15.9,6.5,8.51075,-4.00077141033699
16.0,15.9,6.5,8.5255,-4.07683898139013
16.0,15.9,6.5,8.54025,-4.15770892045972
16.0,15.9,6.5,8.555,-4.2430161639435
16.0,15.9,6.5,8.56975,-4.33230084683137
16.0,15.9,6.5,8.5845,-4.42499082375592
16.0,15.9,6.5,8.59925,-4.52038279212066
16.0,15.9,6.5,8.614,-4.61762280607816
16.0,15.9,6.5,8.62875,-4.71568752878149
16.0,15.9,6.5,8.6435,-4.81336831067499
16.0,15.9,6.5,8.65825,-4.90926109265218
16.0,15.9,6.5,8.673,-5.00176614551369
16.0,15.9,6.5,8.68775,-5.08910260846185
16.0,15.9,6.5,8.7025,-5.16934338903281
16.0,15.9,6.5,8.71725,-5.24047580568183
16.0,15.9,6.5,8.732,-5.30049186919981
16.0,15.9,6.5,8.74675,-5.34750883347595
16.0,15.9,6.5,8.7615,-5.37991542162649
16.0,15.9,6.5,8.77625,-5.39653238888049
16.0,15.9,6.5,8.791,-5.39676911323328
16.0,15.9,6.5,8.80575,-5.38075279389267
16.0,15.9,6.5,8.8205,-5.34940591298316
16.0,15.9,6.5,8.83525,-5.30445247216031
16.0,15.9,6.5,8.85,-5.24834402599481
16.0,15.9,6.8,2.95,-0.327112677462521
16.0,15.9,6.8,2.96475,-0.33511705504549
16.0,15.9,6.8,2.9795,-0.343409190612047
16.0,15.9,6.8,2.99425,-0.352007867072987
16.0,15.9,6.8,3.009,-0.360933477528124
16.0,15.9,6.8,3.02375,-0.370208078052168
16.0,15.9,6.8,3.0385,-0.379855437503398
16.0,15.9,6.8,3.05325,-0.389901084148066
16.0,15.9,6.8,3.068,-0.400372348833678
16.0,15.9,6.8,3.08275,-0.411298404350046
16.0,15.9,6.8,3.0975,-0.422710300481998
16.0,15.9,6.8,3.11225,-0.434640994076065
16.0,15.9,6.8,3.127,-0.4471253732082
16.0,15.9,6.8,3.14175,-0.460200274244521
16.0,15.9,6.8,3.1565,-0.473904490224394
16.0,15.9,6.8,3.17125,-0.488278768557658
16.0,15.9,6.8,3.186,-0.503365795507714
16.0,15.9,6.8,3.20075,-0.519210164321108
16.0,15.9,6.8,3.2155,-0.535858323154723
16.0,15.9,6.8,3.23025,-0.553358498135359
16.0,15.9,6.8,3.245,-0.571760585957539
16.0,15.9,6.8,3.25975,-0.591116009377967
16.0,15.9,6.8,3.2745,-0.611477527798198
16.0,15.9,6.8,3.28925,-0.632898993842845
16.0,15.9,6.8,3.304,-0.655435045449168
16.0,15.9,6.8,3.31875,-0.679140721504378
16.0,15.9,6.8,3.3335,-0.70407098753261
16.0,15.9,6.8,3.34825,-0.730280156395324
16.0,15.9,6.8,3.363,-0.757821187501917
16.0,15.9,6.8,3.37775,-0.786744846737145
16.0,15.9,6.8,3.3925,-0.817098708341834
16.0,15.9,6.8,3.40725,-0.84892597952339
16.0,15.9,6.8,3.422,-0.882264128866583
16.0,15.9,6.8,3.43675,-0.917143300969083
16.0,15.9,6.8,3.4515,-0.953584502511743
16.0,15.9,6.8,3.46625,-0.991597549628511
16.0,15.9,6.8,3.481,-1.03117877345999
16.0,15.9,6.8,3.49575,-1.07230849068951
16.0,15.9,6.8,3.5105,-1.11494825920132
16.0,15.9,6.8,3.52525,-1.1590379562349
16.0,15.9,6.8,3.54,-1.2044927378541
16.0,15.9,6.8,3.55475,-1.25119996424782
16.0,15.9,6.8,3.5695,-1.29901620494873
16.0,15.9,6.8,3.58425,-1.34776447050911
16.0,15.9,6.8,3.599,-1.39723185072545
16.0,15.9,6.8,3.61375,-1.44716777141264
16.0,15.9,6.8,3.6285,-1.49728310818624
16.0,15.9,6.8,3.64325,-1.54725041188442
16.0,15.9,6.8,3.658,-1.59670550051978
16.0,15.9,6.8,3.67275,-1.64525065109077
16.0,15.9,6.8,3.6875,-1.69245957584789
16.0,15.9,6.8,3.70225,-1.73788428804131
16.0,15.9,6.8,3.717,-1.78106385114037
16.0,15.9,6.8,3.73175,-1.82153486671996
16.0,15.9,6.8,3.7465,-1.85884339865751
16.0,15.9,6.8,3.76125,-1.89255786946454
16.0,15.9,6.8,3.776,-1.92228231753666
16.0,15.9,6.8,3.79075,-1.94766929321222
16.0,15.9,6.8,3.8055,-1.96843161707317
16.0,15.9,6.8,3.82025,-1.98435224107921
16.0,15.9,6.8,3.835,-1.99529154820158
16.0,15.9,6.8,3.84975,-2.0011915941679
16.0,15.9,6.8,3.8645,-2.0020770190495
16.0,15.9,6.8,3.87925,-1.99805261058594
16.0,15.9,6.8,3.894,-1.98929775418555
16.0,15.9,6.8,3.90875,-1.97605822584944
16.0,15.9,6.8,3.9235,-1.95863594916691
16.0,15.9,6.8,3.93825,-1.93737743120214
16.0,15.9,6.8,3.953,-1.91266161117634
16.0,15.9,6.8,3.96775,-1.88488780761829
16.0,15.9,6.8,3.9825,-1.85446434927098
16.0,15.9,6.8,3.99725,-1.82179834181822
16.0,15.9,6.8,4.012,-1.78728687615481
16.0,15.9,6.8,4.02675,-1.75130984161135
16.0,15.9,6.8,4.0415,-1.71422438200577
16.0,15.9,6.8,4.05625,-1.67636093134551
16.0,15.9,6.8,4.071,-1.63802069248369
16.0,15.9,6.8,4.08575,-1.5994743753369
16.0,15.9,6.8,4.1005,-1.56096198816798
16.0,15.9,6.8,4.11525,-1.5226934713156
16.0,15.9,6.8,4.13,-1.48484997260265
16.0,15.9,6.8,4.14475,-1.44758558273492
16.0,15.9,6.8,4.1595,-1.41102937325414
16.0,15.9,6.8,4.17425,-1.37528760583754
16.0,15.9,6.8,4.189,-1.34044600761711
16.0,15.9,6.8,4.20375,-1.30657203119132
16.0,15.9,6.8,4.2185,-1.27371703923073
16.0,15.9,6.8,4.23325,-1.24191837164346
16.0,15.9,6.8,4.248,-1.21120126812323
16.0,15.9,6.8,4.26275,-1.18158063073593
16.0,15.9,6.8,4.2775,-1.15306262032726
16.0,15.9,6.8,4.29225,-1.12564608733212
16.0,15.9,6.8,4.307,-1.09932384242457
16.0,15.9,6.8,4.32175,-1.07408377573754
16.0,15.9,6.8,4.3365,-1.04990983543617
16.0,15.9,6.8,4.35125,-1.0267828775384
16.0,15.9,6.8,4.366,-1.00468139928064
16.0,15.9,6.8,4.38075,-0.983582168224905
16.0,15.9,6.8,4.3955,-0.963460758851438
16.0,15.9,6.8,4.41025,-0.9442920077015
16.0,15.9,6.8,4.425,-0.926050397319987
16.0,15.9,6.8,4.43975,-0.908710378367247
16.0,15.9,6.8,4.4545,-0.892246638372518
16.0,15.9,6.8,4.46925,-0.87663432472336
16.0,15.9,6.8,4.484,-0.861849228648706
16.0,15.9,6.8,4.49875,-0.847867936173191
16.0,15.9,6.8,4.5135,-0.834667951304162
16.0,15.9,6.8,4.52825,-0.822227796064166
16.0,15.9,6.8,4.543,-0.810527091401303
16.0,15.9,6.8,4.55775,-0.799546622494155
16.0,15.9,6.8,4.5725,-0.789268391515553
16.0,15.9,6.8,4.58725,-0.779675660523935
16.0,15.9,6.8,4.602,-0.77075298680971
16.0,15.9,6.8,4.61675,-0.76248625273073
16.0,15.9,6.8,4.6315,-0.75486269182202
16.0,15.9,6.8,4.64625,-0.747870912755668
16.0,15.9,6.8,4.661,-0.741500922553512
16.0,15.9,6.8,4.67575,-0.735744150314099
16.0,15.9,6.8,4.6905,-0.730593472603842
16.0,15.9,6.8,4.70525,-0.726043241577158
16.0,15.9,6.8,4.72,-0.722089316829834
16.0,15.9,6.8,4.73475,-0.718729101951993
16.0,15.9,6.8,4.7495,-0.715961586730528
16.0,15.9,6.8,4.76425,-0.713787395955026
16.0,15.9,6.8,4.779,-0.712208845805038
16.0,15.9,6.8,4.79375,-0.711230008840775
16.0,15.9,6.8,4.8085,-0.710856788683433
16.0,15.9,6.8,4.82325,-0.711097005556825
16.0,15.9,6.8,4.838,-0.711960493969965
16.0,15.9,6.8,4.85275,-0.713459213952078
16.0,15.9,6.8,4.8675,-0.715607377410336
16.0,15.9,6.8,4.88225,-0.718421591368626
16.0,15.9,6.8,4.897,-0.721921020067106
16.0,15.9,6.8,4.91175,-0.72612756816145
16.0,15.9,6.8,4.9265,-0.731066087562949
16.0,15.9,6.8,4.94125,-0.736764610812666
16.0,15.9,6.8,4.956,-0.743254614292485
16.0,15.9,6.8,4.97075,-0.750571315052436
16.0,15.9,6.8,4.9855,-0.75875400558819
16.0,15.9,6.8,5.00025,-0.767846431548884
16.0,15.9,6.8,5.015,-0.777897218108649
16.0,15.9,6.8,5.02975,-0.788960351615151
16.0,15.9,6.8,5.0445,-0.801095724157178
16.0,15.9,6.8,5.05925,-0.814369749898417
16.0,15.9,6.8,5.074,-0.828856063438394
16.0,15.9,6.8,5.08875,-0.844636312123239
16.0,15.9,6.8,5.1035,-0.861801056185241
16.0,15.9,6.8,5.11825,-0.88045079289766
16.0,15.9,6.8,5.133,-0.900697123657412
16.0,15.9,6.8,5.14775,-0.922664086135293
16.0,15.9,6.8,5.1625,-0.946489677459217
16.0,15.9,6.8,5.17725,-0.972327598940177
16.0,15.9,6.8,5.192,-1.00034925825608
16.0,15.9,6.8,5.20675,-1.03074607144927
16.0,15.9,6.8,5.2215,-1.06373211477806
16.0,15.9,6.8,5.23625,-1.09954718564409
16.0,15.9,6.8,5.251,-1.13846034279934
16.0,15.9,6.8,5.26575,-1.18077400918624
16.0,15.9,6.8,5.2805,-1.22682873652056
16.0,15.9,6.8,5.29525,-1.27700874961607
16.0,15.9,6.8,5.31,-1.33174841109931
16.0,15.9,6.8,5.32475,-1.39153977431519
16.0,15.9,6.8,5.3395,-1.45694142475387
16.0,15.9,6.8,5.35425,-1.52858884925565
16.0,15.9,6.8,5.369,-1.60720661874911
16.0,15.9,6.8,5.38375,-1.69362272568268
16.0,15.9,6.8,5.3985,-1.78878548311171
16.0,15.9,6.8,5.41325,-1.89378347022353
16.0,15.9,6.8,5.428,-2.00986910063867
16.0,15.9,6.8,5.44275,-2.13848649686049
16.0,15.9,6.8,5.4575,-2.2813044784356
16.0,15.9,6.8,5.47225,-2.44025561421476
16.0,15.9,6.8,5.487,-2.6175824516746
16.0,15.9,6.8,5.50175,-2.81589221898938
16.0,15.9,6.8,5.5165,-3.03822149746993
16.0,15.9,6.8,5.53125,-3.28811257892784
16.0,15.9,6.8,5.546,-3.56970344192503
16.0,15.9,6.8,5.56075,-3.88783346761374
16.0,15.9,6.8,5.5755,-4.24816707434487
16.0,15.9,6.8,5.59025,-4.65733712554174
16.0,15.9,6.8,5.605,-5.12310859104137
16.0,15.9,6.8,5.61975,-5.65455880123117
16.0,15.9,6.8,5.6345,-6.26225933977708
16.0,15.9,6.8,5.64925,-6.95841498403209
16.0,15.9,6.8,5.664,-7.7568384272759
16.0,15.9,6.8,5.67875,-8.6724416780274
16.0,15.9,6.8,5.6935,-9.71941465984989
16.0,15.9,6.8,5.70825,-10.9059619439463
16.0,15.9,6.8,5.723,-12.2203692009432
16.0,15.9,6.8,5.73775,-13.5974911090534
16.0,15.9,6.8,5.7525,-14.8552900357076
16.0,15.9,6.8,5.76725,-15.6500723542162
16.0,15.9,6.8,5.782,-15.6462816165951
16.0,15.9,6.8,5.79675,-14.8768513605248
16.0,15.9,6.8,5.8115,-13.6994440811211
16.0,15.9,6.8,5.82625,-12.4332475730383
16.0,15.9,6.8,5.841,-11.2355176880061
16.0,15.9,6.8,5.85575,-10.1584208273068
16.0,15.9,6.8,5.8705,-9.20832457461866
16.0,15.9,6.8,5.88525,-8.37534769612184
16.0,15.9,6.8,5.9,-7.64533153078686
16.0,15.9,6.8,5.91475,-7.0042211579355
16.0,15.9,6.8,5.9295,-6.439464261577
16.0,15.9,6.8,5.94425,-5.94029082447168
16.0,15.9,6.8,5.959,-5.49760060043652
16.0,15.9,6.8,5.97375,-5.10373758688817
16.0,15.9,6.8,5.9885,-4.752255232353
16.0,15.9,6.8,6.00325,-4.43770722393789
16.0,15.9,6.8,6.018,-4.15547200043435
16.0,15.9,6.8,6.03275,-3.9016093386356
16.0,15.9,6.8,6.0475,-3.67274433576448
16.0,15.9,6.8,6.06225,-3.46597372594144
16.0,15.9,6.8,6.077,-3.2787900197129
16.0,15.9,6.8,6.09175,-3.10901974818644
16.0,15.9,6.8,6.1065,-2.95477285869676
16.0,15.9,6.8,6.12125,-2.81440095870174
16.0,15.9,6.8,6.136,-2.68646262436395
16.0,15.9,6.8,6.15075,-2.56969439338909
16.0,15.9,6.8,6.1655,-2.46298636943919
16.0,15.9,6.8,6.18025,-2.36536159882713
16.0,15.9,6.8,6.195,-2.27595855713503
16.0,15.9,6.8,6.20975,-2.19401621807961
16.0,15.9,6.8,6.2245,-2.11886128020605
16.0,15.9,6.8,6.23925,-2.04989720689367
16.0,15.9,6.8,6.254,-1.98659479763489
16.0,15.9,6.8,6.26875,-1.92848405793587
16.0,15.9,6.8,6.2835,-1.87514717464457
16.0,15.9,6.8,6.29825,-1.82621243535537
16.0,15.9,6.8,6.313,-1.78134895647333
16.0,15.9,6.8,6.32775,-1.74026210581649
16.0,15.9,6.8,6.3425,-1.70268952324376
16.0,15.9,6.8,6.35725,-1.66839765744713
16.0,15.9,6.8,6.372,-1.63717874930073
16.0,15.9,6.8,6.38675,-1.60884820245337
16.0,15.9,6.8,6.4015,-1.58324229053303
16.0,15.9,6.8,6.41625,-1.56021615767839
16.0,15.9,6.8,6.431,-1.53964207534751
16.0,15.9,6.8,6.44575,-1.52140792366047
16.0,15.9,6.8,6.4605,-1.50541587006048
16.0,15.9,6.8,6.47525,-1.49158122195086
16.0,15.9,6.8,6.49,-1.47983143328608
16.0,15.9,6.8,6.50475,-1.4701052479492
16.0,15.9,6.8,6.5195,-1.46235196520787
16.0,15.9,6.8,6.53425,-1.45653081466625
16.0,15.9,6.8,6.549,-1.45261042997154
16.0,15.9,6.8,6.56375,-1.45056841213321
16.0,15.9,6.8,6.5785,-1.45039097470734
16.0,15.9,6.8,6.59325,-1.45207266431573
16.0,15.9,6.8,6.608,-1.455616151036
16.0,15.9,6.8,6.62275,-1.46103208413393
16.0,15.9,6.8,6.6375,-1.46833900942939
16.0,15.9,6.8,6.65225,-1.47756334530478
16.0,15.9,6.8,6.667,-1.48873941498888
16.0,15.9,6.8,6.68175,-1.50190953328389
16.0,15.9,6.8,6.6965,-1.51712414635105
16.0,15.9,6.8,6.71125,-1.53444202352697
16.0,15.9,6.8,6.726,-1.55393050040066
16.0,15.9,6.8,6.74075,-1.57566577252676
16.0,15.9,6.8,6.7555,-1.59973323916206
16.0,15.9,6.8,6.77025,-1.62622789626301
16.0,15.9,6.8,6.785,-1.65525477763126
16.0,15.9,6.8,6.79975,-1.68692944249439
16.0,15.9,6.8,6.8145,-1.72137850689531
16.0,15.9,6.8,6.82925,-1.75874021495979
16.0,15.9,6.8,6.844,-1.79916504432192
16.0,15.9,6.8,6.85875,-1.84281633760251
16.0,15.9,6.8,6.8735,-1.88987094873056
16.0,15.9,6.8,6.88825,-1.94051988893998
16.0,15.9,6.8,6.903,-1.99496895233142
16.0,15.9,6.8,6.91775,-2.05343929485395
16.0,15.9,6.8,6.9325,-2.11616793337834
16.0,15.9,6.8,6.94725,-2.18340812324732
16.0,15.9,6.8,6.962,-2.2554295635155
16.0,15.9,6.8,6.97675,-2.3325183695116
16.0,15.9,6.8,6.9915,-2.4149767432242
16.0,15.9,6.8,7.00625,-2.50312226470666
16.0,15.9,6.8,7.021,-2.59728672423357
16.0,15.9,6.8,7.03575,-2.69781441808291
16.0,15.9,6.8,7.0505,-2.80505984404645
16.0,15.9,6.8,7.06525,-2.91938476006445
16.0,15.9,6.8,7.08,-3.04115461466799
16.0,15.9,6.8,7.09475,-3.17073442404092
16.0,15.9,6.8,7.1095,-3.30848425772087
16.0,15.9,6.8,7.12425,-3.45475459885326
16.0,15.9,6.8,7.139,-3.60988195436945
16.0,15.9,6.8,7.15375,-3.77418518609974
16.0,15.9,6.8,7.1685,-3.94796308820083
16.0,15.9,6.8,7.18325,-4.13149371689262
16.0,15.9,6.8,7.198,-4.32503585459837
16.0,15.9,6.8,7.21275,-4.52883274308249
16.0,15.9,6.8,7.2275,-4.74311785257025
16.0,15.9,6.8,7.24225,-4.96812199966405
16.0,15.9,6.8,7.257,-5.20408064895621
16.0,15.9,6.8,7.27175,-5.45123981132514
16.0,15.9,6.8,7.2865,-5.70985866012956
16.0,15.9,6.8,7.30125,-5.98020686737767
16.0,15.9,6.8,7.316,-6.26255470717628
16.0,15.9,6.8,7.33075,-6.55715412134025
16.0,15.9,6.8,7.3455,-6.86420909275499
16.0,15.9,6.8,7.36025,-7.18383372128219
16.0,15.9,6.8,7.375,-7.515996272417
16.0,15.9,6.8,7.38975,-7.86044716645076
16.0,15.9,6.8,7.4045,-8.21662849186545
16.0,15.9,6.8,7.41925,-8.58356239276199
16.0,15.9,6.8,7.434,-8.95971601169914
16.0,15.9,6.8,7.44875,-9.34284223201736
16.0,15.9,6.8,7.4635,-9.72979923941507
16.0,15.9,6.8,7.47825,-10.1163592030863
16.0,15.9,6.8,7.493,-10.4970285173843
16.0,15.9,6.8,7.50775,-10.8649196838498
16.0,15.9,6.8,7.5225,-11.2117363135231
16.0,15.9,6.8,7.53725,-11.5279512385942
16.0,15.9,6.8,7.552,-11.8032595814434
16.0,15.9,6.8,7.56675,-12.0273546170235
16.0,15.9,6.8,7.5815,-12.190990099099
16.0,15.9,6.8,7.59625,-12.287168721032
16.0,15.9,6.8,7.611,-12.3121830496563
16.0,15.9,6.8,7.62575,-12.2662088943702
16.0,15.9,6.8,7.6405,-12.1532594473579
16.0,15.9,6.8,7.65525,-11.9805164731274
16.0,15.9,6.8,7.67,-11.7572539394456
16.0,15.9,6.8,7.68475,-11.4936581464368
16.0,15.9,6.8,7.6995,-11.1998049655142
16.0,15.9,6.8,7.71425,-10.8849353278131
16.0,15.9,6.8,7.729,-10.5570497368786
16.0,15.9,6.8,7.74375,-10.2227658806674
16.0,15.9,6.8,7.7585,-9.88735580226904
16.0,15.9,6.8,7.77325,-9.55488449788003
16.0,15.9,6.8,7.788,-9.2283914360018
16.0,15.9,6.8,7.80275,-8.91007766191538
16.0,15.9,6.8,7.8175,-8.601478110088
16.0,15.9,6.8,7.83225,-8.30361025142001
16.0,15.9,6.8,7.847,-8.0170970724343
16.0,15.9,6.8,7.86175,-7.7422659838822
16.0,15.9,6.8,7.8765,-7.47922681130042
16.0,15.9,6.8,7.89125,-7.22793241892517
16.0,15.9,6.8,7.906,-6.98822533300891
16.0,15.9,6.8,7.92075,-6.75987329758921
16.0,15.9,6.8,7.9355,-6.54259619745093
16.0,15.9,6.8,7.95025,-6.33608630872367
16.0,15.9,6.8,7.965,-6.1400234242484
16.0,15.9,6.8,7.97975,-5.95408605807482
16.0,15.9,6.8,7.9945,-5.77795965765746
16.0,15.9,6.8,8.00925,-5.61134253468258
16.0,15.9,6.8,8.024,-5.45395005586068
16.0,15.9,6.8,8.03875,-5.30551750393988
16.0,15.9,6.8,8.0535,-5.16580191841048
16.0,15.9,6.8,8.06825,-5.03458314814765
16.0,15.9,6.8,8.083,-4.91166428921887
16.0,15.9,6.8,8.09775,-4.7968716360969
16.0,15.9,6.8,8.1125,-4.69005424038478
16.0,15.9,6.8,8.12725,-4.59108314546076
16.0,15.9,6.8,8.142,-4.4998503464017
16.0,15.9,6.8,8.15675,-4.41626751082166
16.0,15.9,6.8,8.1715,-4.34026448692131
16.0,15.9,6.8,8.18625,-4.27178761941141
16.0,15.9,6.8,8.201,-4.21079789159633
16.0,15.9,6.8,8.21575,-4.15726891247775
16.0,15.9,6.8,8.2305,-4.11118477108076
16.0,15.9,6.8,8.24525,-4.07253778620737
16.0,15.9,6.8,8.26,-4.04132618842918
16.0,15.9,6.8,8.27475,-4.01755178231854
16.0,15.9,6.8,8.2895,-4.00121765067334
16.0,15.9,6.8,8.30425,-3.99232597881
16.0,15.9,6.8,8.319,-3.99087609587157
16.0,15.9,6.8,8.33375,-3.99686285149974
16.0,15.9,6.8,8.3485,-4.0102754700945
16.0,15.9,6.8,8.36325,-4.03109705108174
16.0,15.9,6.8,8.378,-4.0593049117709
16.0,15.9,6.8,8.39275,-4.09487199867892
16.0,15.9,6.8,8.4075,-4.13776962182838
16.0,15.9,6.8,8.42225,-4.18797179079963
16.0,15.9,6.8,8.437,-4.2454614439522
16.0,15.9,6.8,8.45175,-4.31023884945939
16.0,15.9,6.8,8.4665,-4.38233239338929
16.0,15.9,6.8,8.48125,-4.4618118112372
16.0,15.9,6.8,8.496,-4.54880358807192
16.0,15.9,6.8,8.51075,-4.64350762124789
16.0,15.9,6.8,8.5255,-4.74621310717998
16.0,15.9,6.8,8.54025,-4.85730968475673
16.0,15.9,6.8,8.555,-4.97728676177699
16.0,15.9,6.8,8.56975,-5.10670930330224
16.0,15.9,6.8,8.5845,-5.24615215981038
16.0,15.9,6.8,8.59925,-5.39606840050328
16.0,15.9,6.8,8.614,-5.55656390241385
16.0,15.9,6.8,8.62875,-5.72705912427815
16.0,15.9,6.8,8.6435,-5.90585340468748
16.0,15.9,6.8,8.65825,-6.08968053278509
16.0,15.9,6.8,8.673,-6.27344956018409
16.0,15.9,6.8,8.68775,-6.45044306483922
16.0,15.9,6.8,8.7025,-6.61318078874369
16.0,15.9,6.8,8.71725,-6.75486470436848
16.0,15.9,6.8,8.732,-6.87091300595603
16.0,15.9,6.8,8.74675,-6.95989886975222
16.0,15.9,6.8,8.7615,-7.02348398083474
16.0,15.9,6.8,8.77625,-7.06549643113663
16.0,15.9,6.8,8.791,-7.09068936290141
16.0,15.9,6.8,8.80575,-7.10369367664776
16.0,15.9,6.8,8.8205,-7.10840059463852
16.0,15.9,6.8,8.83525,-7.10774916076624
16.0,15.9,6.8,8.85,-7.10377616556756
16.0,15.9,7.1,2.95,-0.334132647584648
16.0,15.9,7.1,2.96475,-0.34081714273299
16.0,15.9,7.1,2.9795,-0.34795658974585
16.0,15.9,7.1,2.99425,-0.355570735311703
16.0,15.9,7.1,3.009,-0.363680546276146
16.0,15.9,7.1,3.02375,-0.372308272213893
16.0,15.9,7.1,3.0385,-0.381477509023873
16.0,15.9,7.1,3.05325,-0.391213262970295
16.0,15.9,7.1,3.068,-0.401542014431695
